date,hour,price
2019-01-01,0,33.48
2019-01-02,0,-4.98
2019-01-03,0,43.98
2019-01-04,0,51.78
2019-01-05,0,45.06
2019-01-06,0,52.46
2019-01-07,0,48.59
2019-01-08,0,42.02
2019-01-09,0,28.03
2019-01-10,0,58.46
2019-01-11,0,50.52
2019-01-12,0,49.56
2019-01-13,0,40.05
2019-01-14,0,0.05
2019-01-15,0,39.81
2019-01-16,0,35.31
2019-01-17,0,33.1
2019-01-18,0,46.76
2019-01-19,0,65
2019-01-20,0,65.35
2019-01-21,0,55.54
2019-01-22,0,56.32
2019-01-23,0,54.33
2019-01-24,0,62.18
2019-01-25,0,64.63
2019-01-26,0,44.64
2019-01-27,0,46
2019-01-28,0,47.06
2019-01-29,0,49.76
2019-01-30,0,47.01
2019-01-31,0,49.05
2019-02-01,0,44.38
2019-02-02,0,50.16
2019-02-03,0,45.17
2019-02-04,0,43.7
2019-02-05,0,36.18
2019-02-06,0,42.8
2019-02-07,0,46.25
2019-02-08,0,35.02
2019-02-09,0,35.1
2019-02-10,0,39.09
2019-02-11,0,5.33
2019-02-12,0,39.47
2019-02-13,0,38.01
2019-02-14,0,41.56
2019-02-15,0,43.96
2019-02-16,0,48.73
2019-02-17,0,44.15
2019-02-18,0,39.41
2019-02-19,0,36.12
2019-02-20,0,39.86
2019-02-21,0,39.36
2019-02-22,0,41.8
2019-02-23,0,38.04
2019-02-24,0,37.82
2019-02-25,0,38.7
2019-02-26,0,37.1
2019-02-27,0,40.98
2019-02-28,0,30.02
2019-03-01,0,39.4
2019-03-02,0,39.4
2019-03-03,0,23.54
2019-03-04,0,28.06
2019-03-05,0,31.01
2019-03-06,0,36.08
2019-03-07,0,25.59
2019-03-08,0,30.06
2019-03-09,0,28.05
2019-03-10,0,-10.79
2019-03-11,0,21.81
2019-03-12,0,40.98
2019-03-13,0,8.75
2019-03-14,0,25.25
2019-03-15,0,24.08
2019-03-16,0,17.47
2019-03-17,0,8.06
2019-03-18,0,19.04
2019-03-19,0,39.08
2019-03-20,0,38.28
2019-03-21,0,35.47
2019-03-22,0,39
2019-03-23,0,35.53
2019-03-24,0,39.15
2019-03-25,0,24.34
2019-03-26,0,33.25
2019-03-27,0,36.62
2019-03-28,0,32.73
2019-03-29,0,39.28
2019-03-30,0,37.49
2019-03-31,0,40.1
2019-04-01,0,31.06
2019-04-02,0,29.43
2019-04-03,0,31.9
2019-04-04,0,36.84
2019-04-05,0,36.45
2019-04-06,0,41.65
2019-04-07,0,36.36
2019-04-08,0,38.84
2019-04-09,0,36.02
2019-04-10,0,38.13
2019-04-11,0,37.5
2019-04-12,0,39.59
2019-04-13,0,44.78
2019-04-14,0,40.98
2019-04-15,0,39.06
2019-04-16,0,37.44
2019-04-17,0,36.56
2019-04-18,0,37.93
2019-04-19,0,35.91
2019-04-20,0,34.44
2019-04-21,0,36.95
2019-04-22,0,27.79
2019-04-23,0,2.07
2019-04-24,0,24.97
2019-04-25,0,28.81
2019-04-26,0,37
2019-04-27,0,32.02
2019-04-28,0,31.24
2019-04-29,0,38.53
2019-04-30,0,34
2019-05-01,0,38
2019-05-02,0,31.59
2019-05-03,0,33.29
2019-05-04,0,39.72
2019-05-05,0,35.19
2019-05-06,0,37.9
2019-05-07,0,42.32
2019-05-08,0,44.18
2019-05-09,0,33.92
2019-05-10,0,40.1
2019-05-11,0,44.06
2019-05-12,0,36.45
2019-05-13,0,35.69
2019-05-14,0,38.34
2019-05-15,0,37.1
2019-05-16,0,34.5
2019-05-17,0,35.7
2019-05-18,0,37.37
2019-05-19,0,39.66
2019-05-20,0,37.3
2019-05-21,0,35.2
2019-05-22,0,32.66
2019-05-23,0,35.8
2019-05-24,0,39.9
2019-05-25,0,41.97
2019-05-26,0,36.4
2019-05-27,0,20.2
2019-05-28,0,34.07
2019-05-29,0,34.4
2019-05-30,0,32.1
2019-05-31,0,32.02
2019-06-01,0,33.63
2019-06-02,0,28.3
2019-06-03,0,26.58
2019-06-04,0,34.74
2019-06-05,0,27.48
2019-06-06,0,28.5
2019-06-07,0,40.05
2019-06-08,0,29.02
2019-06-09,0,25.62
2019-06-10,0,33.32
2019-06-11,0,30.09
2019-06-12,0,37.69
2019-06-13,0,29.78
2019-06-14,0,33.44
2019-06-15,0,33.29
2019-06-16,0,30.17
2019-06-17,0,33.06
2019-06-18,0,32.97
2019-06-19,0,34.12
2019-06-20,0,30.8
2019-06-21,0,34.3
2019-06-22,0,35.58
2019-06-23,0,28.1
2019-06-24,0,26.97
2019-06-25,0,28.08
2019-06-26,0,35.94
2019-06-27,0,28
2019-06-28,0,31.44
2019-06-29,0,35.24
2019-06-30,0,30.41
2019-07-01,0,28.98
2019-07-02,0,28.9
2019-07-03,0,30.94
2019-07-04,0,29.93
2019-07-05,0,29.8
2019-07-06,0,37.97
2019-07-07,0,29.04
2019-07-08,0,34.93
2019-07-09,0,31.56
2019-07-10,0,35.91
2019-07-11,0,36.52
2019-07-12,0,38.94
2019-07-13,0,41.05
2019-07-14,0,35.85
2019-07-15,0,37.8
2019-07-16,0,36.93
2019-07-17,0,40.02
2019-07-18,0,40.47
2019-07-19,0,37.86
2019-07-20,0,41.21
2019-07-21,0,34.5
2019-07-22,0,37.47
2019-07-23,0,38.61
2019-07-24,0,42.25
2019-07-25,0,45.62
2019-07-26,0,38.67
2019-07-27,0,39.01
2019-07-28,0,30.98
2019-07-29,0,35.77
2019-07-30,0,40.02
2019-07-31,0,39.2
2019-08-01,0,39
2019-08-02,0,40
2019-08-03,0,38.96
2019-08-04,0,37.69
2019-08-05,0,38.46
2019-08-06,0,38.48
2019-08-07,0,37.03
2019-08-08,0,32.74
2019-08-09,0,34.92
2019-08-10,0,34.02
2019-08-11,0,25.13
2019-08-12,0,28.79
2019-08-13,0,34.97
2019-08-14,0,32.39
2019-08-15,0,29.15
2019-08-16,0,29.83
2019-08-17,0,27.58
2019-08-18,0,31.8
2019-08-19,0,28.64
2019-08-20,0,31.38
2019-08-21,0,33.07
2019-08-22,0,33.26
2019-08-23,0,30.28
2019-08-24,0,34.07
2019-08-25,0,29.08
2019-08-26,0,33.67
2019-08-27,0,38.33
2019-08-28,0,38.08
2019-08-29,0,39.54
2019-08-30,0,34.33
2019-08-31,0,37.39
2019-09-01,0,27.2
2019-09-02,0,29.28
2019-09-03,0,31.93
2019-09-04,0,31.31
2019-09-05,0,28
2019-09-06,0,26.28
2019-09-07,0,32.01
2019-09-08,0,34.46
2019-09-09,0,38.33
2019-09-10,0,33.01
2019-09-11,0,31.25
2019-09-12,0,27.88
2019-09-13,0,30.05
2019-09-14,0,39.7
2019-09-15,0,33.08
2019-09-16,0,32.45
2019-09-17,0,36.88
2019-09-18,0,27.53
2019-09-19,0,37.03
2019-09-20,0,37.37
2019-09-21,0,33.07
2019-09-22,0,27.62
2019-09-23,0,27.66
2019-09-24,0,37.46
2019-09-25,0,35.6
2019-09-26,0,35.89
2019-09-27,0,29.09
2019-09-28,0,26.5
2019-09-29,0,25.05
2019-09-30,0,29.4
2019-10-01,0,33.09
2019-10-02,0,33.49
2019-10-03,0,26.32
2019-10-04,0,37.49
2019-10-05,0,33.55
2019-10-06,0,34.22
2019-10-07,0,28.99
2019-10-08,0,30.64
2019-10-09,0,24.27
2019-10-10,0,23.88
2019-10-11,0,23.86
2019-10-12,0,24.31
2019-10-13,0,31.44
2019-10-14,0,28
2019-10-15,0,26
2019-10-16,0,34.81
2019-10-17,0,31.97
2019-10-18,0,33.15
2019-10-19,0,27.04
2019-10-20,0,29.99
2019-10-21,0,30.34
2019-10-22,0,40.13
2019-10-23,0,35.66
2019-10-24,0,33.61
2019-10-25,0,29.08
2019-10-26,0,30.09
2019-10-27,0,34.06
2019-10-28,0,28.08
2019-10-29,0,37.05
2019-10-30,0,38.06
2019-10-31,0,36.74
2019-11-01,0,35.94
2019-11-02,0,26.37
2019-11-03,0,15.65
2019-11-04,0,26.68
2019-11-05,0,26.5
2019-11-06,0,36.97
2019-11-07,0,39.07
2019-11-08,0,33.82
2019-11-09,0,42.63
2019-11-10,0,37.57
2019-11-11,0,37.1
2019-11-12,0,32.94
2019-11-13,0,36.04
2019-11-14,0,38.24
2019-11-15,0,34.02
2019-11-16,0,36.98
2019-11-17,0,33.24
2019-11-18,0,24.76
2019-11-19,0,32.56
2019-11-20,0,38.77
2019-11-21,0,38.62
2019-11-22,0,35.3
2019-11-23,0,33.1
2019-11-24,0,21.66
2019-11-25,0,38.19
2019-11-26,0,39.07
2019-11-27,0,36.2
2019-11-28,0,27.57
2019-11-29,0,30.63
2019-11-30,0,38.02
2019-12-01,0,38.55
2019-12-02,0,37.44
2019-12-03,0,37.44
2019-12-04,0,37.44
2019-12-05,0,32.34
2019-12-06,0,32.1
2019-12-07,0,31.09
2019-12-08,0,33.03
2019-12-09,0,35.02
2019-12-10,0,36.01
2019-12-11,0,37
2019-12-12,0,40.11
2019-12-13,0,34.39
2019-12-14,0,12.95
2019-12-15,0,33.87
2019-12-16,0,32.71
2019-12-17,0,29.03
2019-12-18,0,29.08
2019-12-19,0,26.56
2019-12-20,0,19.22
2019-12-21,0,18.43
2019-12-22,0,8.51
2019-12-23,0,2.94
2019-12-24,0,23.07
2019-12-25,0,25.28
2019-12-26,0,31.17
2019-12-27,0,30.17
2019-12-28,0,30.6
2019-12-29,0,16.38
2019-12-30,0,28.43
2019-12-31,0,41.88
2020-01-01,0,35.4
2020-01-02,0,29.1
2020-01-03,0,27.79
2020-01-04,0,33.1
2020-01-05,0,29.16
2020-01-06,0,31.06
2020-01-07,0,41.48
2020-01-08,0,34.08
2020-01-09,0,30.07
2020-01-10,0,35.01
2020-01-11,0,28.62
2020-01-12,0,33.03
2020-01-13,0,39.9
2020-01-14,0,30.09
2020-01-15,0,39.12
2020-01-16,0,34.09
2020-01-17,0,33.86
2020-01-18,0,35.06
2020-01-19,0,34.24
2020-01-20,0,36.09
2020-01-21,0,37.08
2020-01-22,0,40.1
2020-01-23,0,36.47
2020-01-24,0,37.71
2020-01-25,0,34.4
2020-01-26,0,33.04
2020-01-27,0,31.08
2020-01-28,0,33.03
2020-01-29,0,31
2020-01-30,0,38.64
2020-01-31,0,35.04
2020-02-01,0,25.28
2020-02-02,0,15.92
2020-02-03,0,20.79
2020-02-04,0,25.44
2020-02-05,0,27.19
2020-02-06,0,33.32
2020-02-07,0,25.22
2020-02-08,0,23.1
2020-02-09,0,12.14
2020-02-10,0,23.02
2020-02-11,0,9.26
2020-02-12,0,25.53
2020-02-13,0,27.36
2020-02-14,0,28.2
2020-02-15,0,0.04
2020-02-16,0,-9.98
2020-02-17,0,24.34
2020-02-18,0,23
2020-02-19,0,26.45
2020-02-20,0,20.05
2020-02-21,0,24.09
2020-02-22,0,17.8
2020-02-23,0,6.58
2020-02-24,0,12.49
2020-02-25,0,25.56
2020-02-26,0,31.57
2020-02-27,0,29.67
2020-02-28,0,25.07
2020-02-29,0,19.17
2020-03-01,0,24.31
2020-03-02,0,26.04
2020-03-03,0,30.1
2020-03-04,0,30.24
2020-03-05,0,24.55
2020-03-06,0,24.55
2020-03-07,0,24.55
2020-03-08,0,25.02
2020-03-09,0,24.06
2020-03-10,0,26.01
2020-03-11,0,20.08
2020-03-12,0,14.38
2020-03-13,0,34.29
2020-03-14,0,16.11
2020-03-15,0,20.5
2020-03-16,0,25.54
2020-03-17,0,22.02
2020-03-18,0,26.67
2020-03-19,0,25.18
2020-03-20,0,18.23
2020-03-21,0,18.23
2020-03-22,0,18.23
2020-03-23,0,17.07
2020-03-24,0,19.65
2020-03-25,0,19.68
2020-03-26,0,21.26
2020-03-27,0,21.93
2020-03-28,0,11.76
2020-03-29,0,18.1
2020-03-30,0,23.39
2020-03-31,0,22.26
2020-04-01,0,24.18
2020-04-02,0,21.77
2020-04-03,0,25.1
2020-04-04,0,17.99
2020-04-05,0,8.03
2020-04-06,0,20.05
2020-04-07,0,21.17
2020-04-08,0,22.66
2020-04-09,0,25.11
2020-04-10,0,24.19
2020-04-11,0,21.8
2020-04-12,0,10.34
2020-04-13,0,3.79
2020-04-14,0,19.87
2020-04-15,0,20.81
2020-04-16,0,22.08
2020-04-17,0,22.1
2020-04-18,0,16.63
2020-04-19,0,4.43
2020-04-20,0,5.32
2020-04-21,0,4.52
2020-04-22,0,20.1
2020-04-23,0,23.87
2020-04-24,0,14.36
2020-04-25,0,21.55
2020-04-26,0,20.84
2020-04-27,0,22.21
2020-04-28,0,19.04
2020-04-29,0,17.55
2020-04-30,0,5.5
2020-05-01,0,12.2
2020-05-02,0,18
2020-05-03,0,22.2
2020-05-04,0,18.14
2020-05-05,0,20.99
2020-05-06,0,20.08
2020-05-07,0,23.18
2020-05-08,0,21.51
2020-05-09,0,20.7
2020-05-10,0,5.79
2020-05-11,0,21.4
2020-05-12,0,23.92
2020-05-13,0,18.15
2020-05-14,0,19.05
2020-05-15,0,20
2020-05-16,0,18.93
2020-05-17,0,18
2020-05-18,0,17.05
2020-05-19,0,21.24
2020-05-20,0,21.25
2020-05-21,0,20
2020-05-22,0,14.01
2020-05-23,0,0.03
2020-05-24,0,13.01
2020-05-25,0,21.1
2020-05-26,0,22.91
2020-05-27,0,18.09
2020-05-28,0,19.42
2020-05-29,0,18.27
2020-05-30,0,11.88
2020-05-31,0,8.47
2020-06-01,0,18.08
2020-06-02,0,25.54
2020-06-03,0,22.17
2020-06-04,0,17.25
2020-06-05,0,8.42
2020-06-06,0,21.04
2020-06-07,0,26
2020-06-08,0,28.39
2020-06-09,0,26.09
2020-06-10,0,26.06
2020-06-11,0,20.72
2020-06-12,0,20.98
2020-06-13,0,20.36
2020-06-14,0,23.07
2020-06-15,0,29.86
2020-06-16,0,32.05
2020-06-17,0,27.74
2020-06-18,0,28.1
2020-06-19,0,26.7
2020-06-20,0,30.11
2020-06-21,0,23.57
2020-06-22,0,30
2020-06-23,0,33.02
2020-06-24,0,30.32
2020-06-25,0,32.47
2020-06-26,0,35.92
2020-06-27,0,23.93
2020-06-28,0,24.02
2020-06-29,0,23.71
2020-06-30,0,26.56
2020-07-01,0,34.53
2020-07-02,0,40.46
2020-07-03,0,27.41
2020-07-04,0,14.64
2020-07-05,0,21.5
2020-07-06,0,31.05
2020-07-07,0,35.93
2020-07-08,0,39.94
2020-07-09,0,39
2020-07-10,0,34.57
2020-07-11,0,32.97
2020-07-12,0,29.48
2020-07-13,0,34.47
2020-07-14,0,35.55
2020-07-15,0,36.19
2020-07-16,0,36.48
2020-07-17,0,34.57
2020-07-18,0,34
2020-07-19,0,32.02
2020-07-20,0,31.38
2020-07-21,0,33.59
2020-07-22,0,35.96
2020-07-23,0,32
2020-07-24,0,34.63
2020-07-25,0,23.78
2020-07-26,0,32.46
2020-07-27,0,20.32
2020-07-28,0,28.65
2020-07-29,0,36.22
2020-07-30,0,39.01
2020-07-31,0,34.43
2020-08-01,0,30.67
2020-08-02,0,27.96
2020-08-03,0,31.6
2020-08-04,0,32.27
2020-08-05,0,26.9
2020-08-06,0,34.26
2020-08-07,0,38
2020-08-08,0,31.95
2020-08-09,0,31.22
2020-08-10,0,34.72
2020-08-11,0,27.94
2020-08-12,0,32.7
2020-08-13,0,33.41
2020-08-14,0,38.36
2020-08-15,0,33.12
2020-08-16,0,30.86
2020-08-17,0,35.83
2020-08-18,0,37.53
2020-08-19,0,33.12
2020-08-20,0,34.35
2020-08-21,0,31.77
2020-08-22,0,26.44
2020-08-23,0,29.52
2020-08-24,0,42.16
2020-08-25,0,17.42
2020-08-26,0,27.79
2020-08-27,0,39.9
2020-08-28,0,36.82
2020-08-29,0,38.2
2020-08-30,0,29.76
2020-08-31,0,39.2
2020-09-01,0,41.67
2020-09-02,0,44.55
2020-09-03,0,31.02
2020-09-04,0,39.58
2020-09-05,0,34.04
2020-09-06,0,34.36
2020-09-07,0,31.95
2020-09-08,0,35.42
2020-09-09,0,32.09
2020-09-10,0,45.84
2020-09-11,0,42.97
2020-09-12,0,35.67
2020-09-13,0,36.04
2020-09-14,0,42.08
2020-09-15,0,50.12
2020-09-16,0,36.3
2020-09-17,0,38.04
2020-09-18,0,35.07
2020-09-19,0,38.48
2020-09-20,0,37.27
2020-09-21,0,44.02
2020-09-22,0,43.51
2020-09-23,0,35.07
2020-09-24,0,33.34
2020-09-25,0,34.01
2020-09-26,0,5
2020-09-27,0,33.3
2020-09-28,0,37.85
2020-09-29,0,41.7
2020-09-30,0,35.5
2020-10-01,0,32.09
2020-10-02,0,8.46
2020-10-03,0,26.77
2020-10-04,0,19.81
2020-10-05,0,28.97
2020-10-06,0,30.28
2020-10-07,0,29.51
2020-10-08,0,20.8
2020-10-09,0,37.12
2020-10-10,0,30.01
2020-10-11,0,31.47
2020-10-12,0,35.24
2020-10-13,0,32.9
2020-10-14,0,31.05
2020-10-15,0,36.43
2020-10-16,0,42.07
2020-10-17,0,34.08
2020-10-18,0,35.6
2020-10-19,0,32.02
2020-10-20,0,28.05
2020-10-21,0,17.25
2020-10-22,0,33.74
2020-10-23,0,33.19
2020-10-24,0,3.56
2020-10-25,0,24.29
2020-10-26,0,31
2020-10-27,0,14.99
2020-10-28,0,24.33
2020-10-29,0,21.61
2020-10-30,0,35.04
2020-10-31,0,24.26
2020-11-01,0,1.39
2020-11-02,0,25.69
2020-11-03,0,29.38
2020-11-04,0,32.1
2020-11-05,0,34
2020-11-06,0,35.05
2020-11-07,0,35.87
2020-11-08,0,32.5
2020-11-09,0,33.67
2020-11-10,0,40.07
2020-11-11,0,32.67
2020-11-12,0,33.44
2020-11-13,0,37.02
2020-11-14,0,4.04
2020-11-15,0,20
2020-11-16,0,32.05
2020-11-17,0,33.53
2020-11-18,0,32.06
2020-11-19,0,34.31
2020-11-20,0,35.5
2020-11-21,0,16.48
2020-11-22,0,33.91
2020-11-23,0,36.23
2020-11-24,0,35.65
2020-11-25,0,40.54
2020-11-26,0,45.97
2020-11-27,0,48.93
2020-11-28,0,39.98
2020-11-29,0,46.6
2020-11-30,0,37.09
2020-12-01,0,47.86
2020-12-02,0,45.01
2020-12-03,0,41.07
2020-12-04,0,41.05
2020-12-05,0,41.07
2020-12-06,0,36.8
2020-12-07,0,42.57
2020-12-08,0,41.35
2020-12-09,0,42
2020-12-10,0,40.55
2020-12-11,0,37
2020-12-12,0,42.99
2020-12-13,0,34.01
2020-12-14,0,37.76
2020-12-15,0,43.52
2020-12-16,0,54.5
2020-12-17,0,52.08
2020-12-18,0,39.06
2020-12-19,0,35.08
2020-12-20,0,39.3
2020-12-21,0,36.93
2020-12-22,0,38.6
2020-12-23,0,31.08
2020-12-24,0,29.9
2020-12-25,0,39.8
2020-12-26,0,19.01
2020-12-27,0,12.4
2020-12-28,0,38.8
2020-12-29,0,40.09
2020-12-30,0,40.09
2020-12-31,0,50.87
2021-01-01,0,46.69
2021-01-02,0,46.11
2021-01-03,0,34.09
2021-01-04,0,42.03
2021-01-05,0,46.28
2021-01-06,0,56.87
2021-01-07,0,51.88
2021-01-08,0,56.22
2021-01-09,0,55.11
2021-01-10,0,48.27
2021-01-11,0,49
2021-01-12,0,42.4
2021-01-13,0,42.4
2021-01-14,0,48.98
2021-01-15,0,59.71
2021-01-16,0,48.55
2021-01-17,0,50.94
2021-01-18,0,40.75
2021-01-19,0,47.07
2021-01-20,0,46.05
2021-01-21,0,33.4
2021-01-22,0,45.06
2021-01-23,0,44.8
2021-01-24,0,46.62
2021-01-25,0,52.34
2021-01-26,0,47.29
2021-01-27,0,46.87
2021-01-28,0,42.71
2021-01-29,0,42.02
2021-01-30,0,42.08
2021-01-31,0,41.18
2021-02-01,0,46.13
2021-02-02,0,35.58
2021-02-03,0,34.82
2021-02-04,0,45.57
2021-02-05,0,42.61
2021-02-06,0,3.18
2021-02-07,0,3.18
2021-02-08,0,47.99
2021-02-09,0,51.5
2021-02-10,0,55.64
2021-02-11,0,51.02
2021-02-12,0,48.07
2021-02-13,0,46.08
2021-02-14,0,38.46
2021-02-15,0,46.29
2021-02-16,0,42.01
2021-02-17,0,42.26
2021-02-18,0,37.1
2021-02-19,0,39.51
2021-02-20,0,19.11
2021-02-21,0,40.04
2021-02-22,0,41.71
2021-02-23,0,35.1
2021-02-24,0,35.57
2021-02-25,0,45.1
2021-02-26,0,44
2021-02-27,0,41.7
2021-02-28,0,42.5
2021-03-01,0,44.32
2021-03-02,0,45.82
2021-03-03,0,48.12
2021-03-04,0,46.2
2021-03-05,0,48
2021-03-06,0,45.25
2021-03-07,0,47.3
2021-03-08,0,48.72
2021-03-09,0,55.57
2021-03-10,0,49.77
2021-03-11,0,38
2021-03-12,0,36.92
2021-03-13,0,34.08
2021-03-14,0,42.08
2021-03-15,0,45.46
2021-03-16,0,46.14
2021-03-17,0,51.12
2021-03-18,0,61.09
2021-03-19,0,58.82
2021-03-20,0,42.86
2021-03-21,0,49.55
2021-03-22,0,60.59
2021-03-23,0,50.45
2021-03-24,0,54.55
2021-03-25,0,55.53
2021-03-26,0,43
2021-03-27,0,44.83
2021-03-28,0,40.57
2021-03-29,0,47.08
2021-03-30,0,56.58
2021-03-31,0,54.38
2021-04-01,0,54.24
2021-04-02,0,42.01
2021-04-03,0,47.46
2021-04-04,0,25
2021-04-05,0,22.75
2021-04-06,0,59.39
2021-04-07,0,47.75
2021-04-08,0,48.82
2021-04-09,0,66.02
2021-04-10,0,54.66
2021-04-11,0,52.43
2021-04-12,0,58.29
2021-04-13,0,56.53
2021-04-14,0,63.46
2021-04-15,0,57.55
2021-04-16,0,67.33
2021-04-17,0,69.28
2021-04-18,0,65.54
2021-04-19,0,68.53
2021-04-20,0,73.95
2021-04-21,0,52.83
2021-04-22,0,67.7
2021-04-23,0,68.51
2021-04-24,0,50.82
2021-04-25,0,52.5
2021-04-26,0,53.62
2021-04-27,0,59.67
2021-04-28,0,56.18
2021-04-29,0,59
2021-04-30,0,69.29
2021-05-01,0,55.78
2021-05-02,0,55.54
2021-05-03,0,45.28
2021-05-04,0,37.07
2021-05-05,0,54.47
2021-05-06,0,75.57
2021-05-07,0,67.23
2021-05-08,0,15.02
2021-05-09,0,45.06
2021-05-10,0,70
2021-05-11,0,62.26
2021-05-12,0,65.04
2021-05-13,0,75.38
2021-05-14,0,72.39
2021-05-15,0,53.05
2021-05-16,0,60.51
2021-05-17,0,68
2021-05-18,0,72.59
2021-05-19,0,71.67
2021-05-20,0,37.24
2021-05-21,0,20.04
2021-05-22,0,29.91
2021-05-23,0,53.91
2021-05-24,0,52.64
2021-05-25,0,61.35
2021-05-26,0,61.47
2021-05-27,0,71.34
2021-05-28,0,70.89
2021-05-29,0,59.9
2021-05-30,0,59.6
2021-05-31,0,61.98
2021-06-01,0,65
2021-06-02,0,57.88
2021-06-03,0,66.41
2021-06-04,0,74.87
2021-06-05,0,58.89
2021-06-06,0,66
2021-06-07,0,71.35
2021-06-08,0,68.48
2021-06-09,0,78.58
2021-06-10,0,81.75
2021-06-11,0,78.56
2021-06-12,0,25
2021-06-13,0,68.56
2021-06-14,0,78.22
2021-06-15,0,77.59
2021-06-16,0,66.28
2021-06-17,0,74.65
2021-06-18,0,80.17
2021-06-19,0,76.01
2021-06-20,0,65.99
2021-06-21,0,74.03
2021-06-22,0,72.59
2021-06-23,0,80.89
2021-06-24,0,84.63
2021-06-25,0,88.94
2021-06-26,0,76.89
2021-06-27,0,81.2
2021-06-28,0,81.03
2021-06-29,0,80.82
2021-06-30,0,81.57
2021-07-01,0,90.77
2021-07-02,0,92.64
2021-07-03,0,94.18
2021-07-04,0,81.55
2021-07-05,0,86.8
2021-07-06,0,82.34
2021-07-07,0,89.34
2021-07-08,0,87.97
2021-07-09,0,84.73
2021-07-10,0,87.4
2021-07-11,0,83.4
2021-07-12,0,88.61
2021-07-13,0,78
2021-07-14,0,77.95
2021-07-15,0,79.14
2021-07-16,0,72.87
2021-07-17,0,63.38
2021-07-18,0,75.64
2021-07-19,0,85.7
2021-07-20,0,82.01
2021-07-21,0,83.01
2021-07-22,0,86.03
2021-07-23,0,85
2021-07-24,0,60.29
2021-07-25,0,76.97
2021-07-26,0,80.08
2021-07-27,0,82.59
2021-07-28,0,55.58
2021-07-29,0,62.13
2021-07-30,0,55.04
2021-07-31,0,54.19
2021-08-01,0,61.65
2021-08-02,0,85.42
2021-08-03,0,86.1
2021-08-04,0,85.53
2021-08-05,0,60.87
2021-08-06,0,64.53
2021-08-07,0,14.25
2021-08-08,0,44.04
2021-08-09,0,73.65
2021-08-10,0,91.07
2021-08-11,0,96.67
2021-08-12,0,94.87
2021-08-13,0,78.02
2021-08-14,0,73.7
2021-08-15,0,65.73
2021-08-16,0,59.64
2021-08-17,0,61.65
2021-08-18,0,65.6
2021-08-19,0,95
2021-08-20,0,102.51
2021-08-21,0,84.91
2021-08-22,0,76.15
2021-08-23,0,80.75
2021-08-24,0,82.89
2021-08-25,0,74.1
2021-08-26,0,87.12
2021-08-27,0,88.75
2021-08-28,0,78.06
2021-08-29,0,79.7
2021-08-30,0,94.87
2021-08-31,0,94.78
2021-09-01,0,97.61
2021-09-02,0,101
2021-09-03,0,114.15
2021-09-04,0,104.78
2021-09-05,0,105.32
2021-09-06,0,110.72
2021-09-07,0,115
2021-09-08,0,107.73
2021-09-09,0,119.01
2021-09-10,0,140.16
2021-09-11,0,108.64
2021-09-12,0,113.01
2021-09-13,0,122.23
2021-09-14,0,135.08
2021-09-15,0,131.45
2021-09-16,0,131.54
2021-09-17,0,149.59
2021-09-18,0,83.62
2021-09-19,0,102.11
2021-09-20,0,130.12
2021-09-21,0,115.01
2021-09-22,0,111.28
2021-09-23,0,105
2021-09-24,0,112
2021-09-25,0,145.28
2021-09-26,0,133.27
2021-09-27,0,124.3
2021-09-28,0,120.55
2021-09-29,0,122.62
2021-09-30,0,121.87
2021-10-01,0,115.02
2021-10-02,0,0.5
2021-10-03,0,74.2
2021-10-04,0,121.65
2021-10-05,0,80.99
2021-10-06,0,261
2021-10-07,0,176.61
2021-10-08,0,164.29
2021-10-09,0,157.08
2021-10-10,0,149.14
2021-10-11,0,116.66
2021-10-12,0,155.53
2021-10-13,0,156.14
2021-10-14,0,108.09
2021-10-15,0,147.07
2021-10-16,0,140.67
2021-10-17,0,150.06
2021-10-18,0,113.47
2021-10-19,0,130.06
2021-10-20,0,130.01
2021-10-21,0,175.24
2021-10-22,0,110.38
2021-10-23,0,148.06
2021-10-24,0,144.19
2021-10-25,0,171.79
2021-10-26,0,199.88
2021-10-27,0,195
2021-10-28,0,132.72
2021-10-29,0,84.81
2021-10-30,0,85.07
2021-10-31,0,65.85
2021-11-01,0,145
2021-11-02,0,146.68
2021-11-03,0,165.39
2021-11-04,0,141.05
2021-11-05,0,138.69
2021-11-06,0,181.47
2021-11-07,0,101.31
2021-11-08,0,153.01
2021-11-09,0,93.74
2021-11-10,0,168.03
2021-11-11,0,167.72
2021-11-12,0,148.07
2021-11-13,0,184.73
2021-11-14,0,165.85
2021-11-15,0,182.48
2021-11-16,0,194.01
2021-11-17,0,130.32
2021-11-18,0,186.56
2021-11-19,0,154.97
2021-11-20,0,170
2021-11-21,0,196.84
2021-11-22,0,183.43
2021-11-23,0,183.43
2021-11-24,0,208.63
2021-11-25,0,186.64
2021-11-26,0,154.33
2021-11-27,0,199.19
2021-11-28,0,163.04
2021-11-29,0,155.63
2021-11-30,0,145.17
2021-12-01,0,145.17
2021-12-02,0,190.1
2021-12-03,0,161.27
2021-12-04,0,153.54
2021-12-05,0,200.06
2021-12-06,0,158.91
2021-12-07,0,182.8
2021-12-08,0,204.03
2021-12-09,0,206.88
2021-12-10,0,221.11
2021-12-11,0,171.26
2021-12-12,0,201.69
2021-12-13,0,225.02
2021-12-14,0,254.8
2021-12-15,0,259.3
2021-12-16,0,289.26
2021-12-17,0,310.12
2021-12-18,0,153.15
2021-12-19,0,207.18
